Bluetooth	Width	Height	Thick	Weight	Memory card	OS	SoC	Wi-Fi	GPU core	CPU core	SIM type	Number of SIM cards	USB type	USB version	Position tracking	Display size	Display resolution	Display color depth	Image resolution	Video resolution	FPS	Battery type	Battery power	RAM	Storage	Price range
1	75.1	150.5	10.2	185.0	No info	Android	mediatek	1	6	No info	Nano	1.0 cards	USB Type-C	version 2.0	1	5.4	2.6	24	21.2	2.1	30.0	Li-Polymer	3380.0	4.0	128.0	1
1	71.7	144.4	10.3	170.0	No info	Android	mediatek	1	4	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	2.3	24	21.5	2.1	30.0	Li-Polymer	3200.0	4.0	64.0	1
1	71.7	144.4	10.3	170.0	No info	Android	mediatek	1	6	8	Nano	1.0 cards	Micro USB	version 2.0	1	4.9	2.1	24	21.5	2.1	30.0	Li-Polymer	3200.0	3.0	64.0	0
1	82.1	151.6	9.1	199.0	No info	Android	qualcomm	1	2	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	6.7	2.3	24	12.2	8.3	60.0	Li-Ion	5000.0	8.0	128.0	1
1	77.1	144.3	8.4	181.0	No info	Android	qualcomm	1	4	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	6.12	1.1	24	48.0	8.3	60.0	Li-Ion	4050.0	8.0	128.0	1
1	78.1	144.4	9.1	180.0	No info	Android	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.1	1.1	24	48.0	8.3	30.0	Li-Ion	3800.0	6.0	64.0	0
1	77.1	144.3	8.4	180.0	No info	Android	qualcomm	1	3	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	6.22	1.1	24	48.0	8.3	30.0	Li-Ion	3100.0	8.0	128.0	1
1	78.1	145.4	9.5	185.0	No info	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.3	2.5	24	48.0	2.1	30.0	Li-Ion	3400.0	6.0	64.0	0
1	76.3	140.1	8.9	173.0	micro	Android	mediatek	1	1	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.8	2.6	24	12.6	2.1	30.0	Li-Polymer	3500.0	4.0	64.0	0
1	74.8	138.9	10.7	164.0	micro	Android	spreadtrum	1	3	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.65	2.6	24	13.0	2.1	30.0	Li-Polymer	3300.0	2.0	32.0	0
1	74.8	138.9	10.7	164.0	micro	Android	spreadtrum	1	2	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.55	2.6	24	13.0	2.1	30.0	Li-Polymer	3200.0	2.0	16.0	0
1	79.3	145.9	8.7	183.0	No info	Android	qualcomm	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.2	2.6	24	12.0	2.1	30.0	Li-Ion	3200.0	4.0	64.0	0
1	78.3	143.6	8.6	174.0	No info	Android	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.1	1.1	24	12.2	8.3	30.0	Li-Ion	2610.0	6.0	64.0	0
1	76.3	140.1	8.9	173.0	micro	Android	mediatek	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.4	24	12.0	8.3	30.0	Li-Polymer	3500.0	4.0	64.0	0
1	77.2	143.5	8.3	168.0	No info	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	2.6	24	12.2	8.3	30.0	Li-Ion	3650.0	6.0	64.0	0
1	82.1	152.4	8.0	198.0	No info	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.6	2.6	24	12.2	8.3	30.0	Li-Ion	3840.0	8.0	128.0	1
1	76.9	143.0	8.0	166.0	No info	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.8	2.4	24	12.2	8.3	30.0	Li-Ion	3310.0	8.0	64.0	1
1	76.7	144.7	9.2	158.0	micro	Android	mediatek	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.1	24	13.0	2.1	30.0	Li-Ion	2800.0	4.0	32.0	0
1	82.2	146.1	8.0	193.0	No info	Android	samsung	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.85	1.1	24	12.2	8.3	30.0	Li-Ion	2900.0	6.0	64.0	1
1	75.6	135.9	8.0	166.0	No info	Android	qualcomm	1	3	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.46	1.1	24	12.2	8.3	30.0	Li-Ion	3600.0	4.0	64.0	0
1	76.0	136.4	8.2	158.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.66	2.6	24	12.2	8.3	30.0	Li-Ion	3550.0	4.0	64.0	0
1	78.8	149.0	8.4	174.0	micro	Android	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.89	2.1	24	12.0	8.3	30.0	Li-Ion	3960.0	6.0	64.0	0
1	76.1	144.4	8.8	174.0	micro	Android	samsung	1	2	6	Nano	2.0 cards	Micro USB	version 2.0	1	5.8	2.5	24	15.9	2.1	30.0	Li-Ion	3300.0	2.0	32.0	0
1	76.4	140.8	9.1	156.0	micro	Android	mediatek	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	1.1	24	13.0	2.1	30.0	Li-Ion	3470.0	3.0	16.0	0
1	79.0	146.9	9.2	189.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.6	2.6	24	12.0	8.3	30.0	Li-Ion	3700.0	4.0	32.0	0
1	81.1	149.5	8.0	185.0	No info	Android	mediatek	1	3	No info	Nano	2.0 cards	USB Type-C	version 3.1	1	5.7	2.5	24	12.0	8.3	30.0	Li-Polymer	3300.0	6.0	64.0	1
1	74.3	140.2	8.0	178.0	No info	Android	mediatek	1	2	No info	Nano	2.0 cards	USB Type-C	version 3.1	1	5.4	2.3	24	12.0	8.3	30.0	Li-Polymer	3200.0	4.0	128.0	1
1	74.3	140.2	8.0	178.0	No info	Android	mediatek	1	3	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.3	2.5	24	12.0	8.3	30.0	Li-Polymer	3600.0	4.0	64.0	1
1	79.5	146.0	8.3	169.0	No info	FlyMe	mediatek	1	6	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	2.1	24	13.0	2.1	30.0	Li-Polymer	3100.0	4.0	32.0	0
1	76.1	140.8	9.2	156.0	micro	Android	mediatek	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	2.6	24	13.0	2.1	30.0	Li-Ion	3550.0	3.0	16.0	0
1	79.6	145.9	8.9	191.0	micro	Android	mediatek	1	7	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	1.0	24	13.0	2.1	30.0	Li-Ion	4500.0	4.0	32.0	0
1	81.2	147.8	8.0	172.0	No info	Android	samsung	1	6	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.6	2.1	24	12.0	8.3	30.0	Li-Polymer	3800.0	4.0	128.0	1
1	81.2	147.8	8.0	172.0	No info	Android	samsung	1	3	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.7	2.5	24	12.0	8.3	30.0	Li-Polymer	3700.0	4.0	64.0	1
1	79.8	146.1	8.1	180.0	No info	Android	mediatek	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	2.3	24	12.0	8.3	30.0	Li-Polymer	3400.0	4.0	32.0	0
1	74.3	140.3	8.0	178.0	No info	Android	mediatek	1	6	No info	Nano	2.0 cards	USB Type-C	version 3.1	1	5.4	2.3	24	12.0	8.3	30.0	Li-Polymer	3610.0	4.0	64.0	0
1	76.4	139.8	8.8	150.0	micro	FlyMe	mediatek	1	6	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.1	1.1	24	13.0	2.1	30.0	Li-Ion	3520.0	3.0	16.0	0
1	85.7	155.2	8.7	206.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.1	2.5	24	13.1	2.1	30.0	Li-Polymer	3500.0	2.0	64.0	0
1	79.2	145.4	8.5	172.0	micro	FlyMe	mediatek	1	6	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	2.1	24	13.0	2.1	30.0	Li-Polymer	3760.0	3.0	16.0	0
1	73.1	134.8	8.7	152.0	micro	FlyMe	mediatek	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	2.5	24	13.0	2.1	30.0	Li-Polymer	3210.0	3.0	16.0	0
1	79.6	145.9	8.7	187.0	micro	FlyMe	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.6	2.6	24	13.0	2.1	30.0	Li-Polymer	3550.0	3.0	32.0	0
1	79.0	145.9	8.0	169.0	No info	Android	mediatek	1	8	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	5.4	1.1	24	12.0	8.3	30.0	Li-Polymer	3360.0	4.0	32.0	0
1	73.4	134.8	9.1	150.0	micro	Android	mediatek	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.3	24	13.0	2.1	30.0	Li-Ion	3470.0	3.0	16.0	0
1	73.0	134.4	9.1	144.0	micro	Android	mediatek	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.6	24	13.0	2.1	30.0	Li-Ion	3320.0	3.0	16.0	0
1	79.3	145.9	9.0	178.0	micro	Android	mediatek	1	6	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	2.1	24	13.1	2.1	30.0	Li-Polymer	4600.0	3.0	16.0	0
1	81.9	148.9	8.3	183.0	micro	Android	samsung	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	2.5	24	21.5	8.3	30.0	Li-Polymer	3500.0	4.0	32.0	1
1	79.0	143.4	9.6	162.0	micro	Android	mediatek	1	8	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	1.0	24	13.0	2.1	30.0	Li-Ion	3600.0	2.0	16.0	0
1	80.9	142.6	9.9	172.0	No info	Android	samsung	1	9	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.5	24	20.7	8.3	30.0	Li-Polymer	3150.0	2.0	32.0	1
1	80.0	148.2	9.4	179.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.19	1.1	24	13.0	2.1	30.0	Li-Polymer	4400.0	3.0	32.0	0
1	74.6	140.6	11.4		micro	Android	mediatek	1	4	4	No info	2.0 cards	Micro USB	version 2.0	1	5.35	2.1	24	5.0	0.9	30.0	Li-Polymer	5600.0	1.0	16.0	0
1	76.4	144.7	9.1		micro	Android	qualcomm	1	3	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.7	1.1	24	15.9	2.1	30.0	Li-Polymer	3550.0	4.0	64.0	0
1					micro	Android	qualcomm	1	3	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	1.1	24	13.0	2.1	30.0	Li-Polymer	3550.0	3.0	32.0	0
1	80.2	146.3	8.6		micro	Android	mediatek	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.5	24	13.0	2.1	30.0	Li-Polymer	3600.0	4.0	32.0	0
1					micro	Android	qualcomm	1	3	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	1.1	24	8.0	0.9	30.0	Li-Ion	3700.0	1.0	8.0	0
1	74.4	134.9	7.6	133.0	micro	Microsoft	qualcomm	1	5	4	Nano	2.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	8.0	0.9	30.0	Li-Ion	2600.0	2.0	16.0	0
1	74.4	134.9	7.6	133.0	micro	Microsoft	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.9	2.1	24	8.0	0.9	30.0	Li-Ion	2550.0	1.0	16.0	0
1	82.3	144.3	8.9	180.0	micro	Microsoft	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.6	1.1	24	20.1	8.3	30.0	Li-Polymer	2740.0	2.0	32.0	0
1	82.3	144.3	8.9	180.0	micro	Microsoft	qualcomm	1	3	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.7	1.1	24	20.1	8.3	30.0	Li-Polymer	2840.0	3.0	32.0	0
1	76.9	137.8	9.0	164.0	micro	Microsoft	qualcomm	1	5	6	Nano	2.0 cards	USB Type-C	version 3.1	1	5.0	1.0	24	20.1	8.3	30.0	Li-Polymer	3450.0	3.0	32.0	0
1	76.9	137.8	9.0	164.0	micro	Microsoft	qualcomm	1	2	6	Nano	1.0 cards	USB Type-C	version 3.1	1	5.4	2.6	24	20.1	8.3	30.0	Li-Polymer	3200.0	2.0	32.0	0
1	77.4	136.8	10.3	166.0	micro	Microsoft	qualcomm	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.1	2.5	24	8.0	0.4	30.0	Li-Ion	2700.0	2.0	8.0	1
1	75.8	134.2	9.7	158.0	micro	Microsoft	qualcomm	1	2	4	Micro	1.0 cards	Micro USB	version 2.0	1	5.1	2.6	24	8.0	2.1	30.0	Li-Ion	2800.0	1.0	8.0	0
1	68.8	113.0	12.8	149.0	micro	Microsoft	qualcomm	1	3	4	Micro	1.0 cards	Micro USB	version 2.0	1	4.0	1.1	24	5.0	0.4	30.0	Li-Ion	1560.0	1.0	8.0	0
1	67.9	112.2	12.9	146.0	micro	Microsoft	qualcomm	1	1	2	Micro	1.0 cards	Micro USB	version 2.0	1	4.1	2.6	24	1.9	0.4	30.0	Li-Ion	1560.0	1.0	8.0	0
1	76.0	133.2	9.7	159.0	micro	Microsoft	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	2.5	24	5.0	0.4	30.0	Li-Ion	1905.0	2.0	8.0	0
1	306.6	191.2	10.0	872.0	micro	Microsoft	No info	1	2	2	No info	nan cards	Standard USB	version 3.0	1	12.2	2.6	24	5.0	2.1	30.0	Li-Ion	5847.0	4.0	128.0	3
1	306.6	191.2	10.0	872.0	micro	Microsoft	No info	1	3	No info	No info	nan cards	Standard USB	version 3.0	1	12.0	1.1	24	5.0	2.1	30.0	Li-Ion	5947.0	4.0	64.0	2
1	288.8	164.4	9.8	737.0	micro	Microsoft	nvidia	1	4	4	No info	nan cards	Standard USB	version 3.0	1	10.8	2.6	24	5.0	2.1	30.0	Li-Polymer		2.0	32.0	0
1	81.7	148.7	11.2	181.0	micro	Android	mediatek	1	3	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.6	2.6	24	8.0	2.1	30.0	Li-Ion	3000.0	1.0	8.0	0
1	82.4	147.3	8.3	159.0	micro	Android	mediatek	1	4	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.7	2.6	24	8.0	2.1	30.0	Li-Ion	2900.0	2.0	8.0	0
1	73.7	139.4	9.2	159.0	micro	Android	mediatek	1	7	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	1.1	24	8.0	2.1	30.0	Li-Polymer	1950.0	1.0	8.0	0
1	75.9	137.1	8.4	159.0	micro	Android	mediatek	1	7	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	8.0	2.1	30.0	Li-Ion	2300.0	2.0	4.0	0
0	82.1	147.3	8.6	174.0	micro	Android	mediatek	1	7	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.3	1.0	24	4.9			Li-Polymer	3600.0	1.0	8.0	0
1	74.6	136.8	8.5	148.0	micro	Android	mediatek	1	9	8	Micro	2.0 cards	Micro USB	version 2.0	1	4.8	1.0	24	12.8	2.1	30.0	Li-Polymer	2600.0	1.0	8.0	0
1	80.6	142.0	9.5	174.0	micro	Android	mediatek	1	6	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.4	1.1	24	13.3	2.1	30.0	Li-Polymer	2900.0	2.0	16.0	0
1	80.4	146.6	8.7	174.0	micro	Android	qualcomm	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	1.0	24	13.0	2.1	30.0	Li-Ion	3320.0	3.0	32.0	0
1	75.4	137.9	10.6	170.0	micro	Android	qualcomm	1	4	4	Nano	2.0 cards	Micro USB	version 2.0	1	4.9	1.1	24	13.0	2.1	30.0	Li-Ion	3220.0	2.0	16.0	0
1	75.6	89.3	15.4	223.0	No info	Android	qualcomm	1	5	8	No info	nan cards	USB Type-C	version 3.0	1	6.0	1.0	24	15.9	2.1	30.0	Li-Polymer	2710.0	6.0	128.0	3
1	79.2	149.7	9.9	200.0	micro	Android	mediatek	1	6	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	2.5	24	13.0	2.1	30.0	Li-Ion	4300.0	2.0	32.0	0
1	79.6	150.5	10.0	205.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.5	2.3	24	48.0	8.3	30.0	Li-Ion	4200.0	4.0	64.0	1
1	79.2	149.7	9.9	203.0	micro	Android	mediatek	1	6	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	1.1	24	13.0	2.1	30.0	Li-Polymer	4200.0	4.0	64.0	0
1	75.9	142.2	9.4	173.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.65	2.6	24	13.0	2.1	30.0	Li-Polymer	3200.0	2.0	16.0	0
1	74.8	152.1	10.1	197.0	micro	Android	samsung	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.4	2.5	24	12.2	8.3	48.0	Li-Polymer	3300.0	4.0	128.0	0
1	76.7	147.8	9.5	163.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.1	1.1	24	13.1	2.1	30.0	Li-Polymer	3600.0	4.0	32.0	0
1	78.8	150.1	9.7	207.0	micro	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 3.1	1	6.2	2.4	24	48.0	8.3	30.0	Li-Ion	3600.0	4.0	128.0	1
1	74.8	152.1	9.6	197.0	micro	Android	samsung	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.5	2.6	24	48.0	8.3	30.0	Li-Ion	3800.0	4.0	128.0	0
1	78.8	150.1	8.1	180.0	micro	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 3.1	1	6.2	2.4	24	48.0	8.3	30.0	Li-Ion	3000.0	4.0	128.0	1
1	79.8	151.5	10.2	210.0	micro	Android	qualcomm	1	3	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	1.1	24	12.6	8.3	30.0	Li-Polymer	5400.0	4.0	32.0	0
1	79.1	149.2	9.1	187.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.44	2.6	24	15.9	8.3	30.0	Li-Ion	3450.0	4.0	64.0	0
1	75.1	139.9	8.8	162.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.8	2.6	24	13.0	8.3	30.0	Li-Ion	3400.0	2.0	32.0	0
1	79.1	149.2	8.7	187.0	micro	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.0	2.4	24	12.6	8.3	30.0	Li-Ion	3300.0	4.0	64.0	0
1	75.8	142.4	8.8	177.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.96	2.6	24	13.0	8.3	30.0	Li-Polymer	3400.0	4.0	64.0	0
1	75.8	142.5	8.8	177.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.7	2.4	24	13.0	8.3	30.0	Li-Polymer	3450.0	4.0	64.0	0
1	79.8	148.2	9.2	216.0	micro	Android	qualcomm	1	3	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	1.1	24	15.9	2.1	30.0	Li-Polymer	5200.0	6.0	64.0	0
1	79.7	148.0	11.0	185.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	6.08	2.1	24	15.9	8.3	30.0	Li-Polymer	5600.0	4.0	64.0	0
1	77.6	143.5	9.8	164.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	1.1	24	8.0	2.1	30.0	Li-Polymer	3200.0	2.0	16.0	0
1	75.9	146.8	9.1	183.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.8	2.5	24	12.6	2.1	30.0	Li-Ion	3200.0	4.0	64.0	0
1	80.3	148.7	7.4	169.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.9	1.1	24	12.2	8.3	30.0	Li-Ion	3600.0	4.0	32.0	0
1	79.1	153.8	10.3	218.0	micro	Android	qualcomm	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	6.0	2.5	24	12.2	2.1	30.0	Li-Polymer	5550.0	3.0	16.0	0
1	75.8	147.6	10.0	196.0	micro	Android	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.8	2.5	24	13.0	2.1	30.0	Li-Polymer	3400.0	3.0	16.0	0
1	75.9	146.1	9.1	182.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.5	1.0	24	12.6	2.1	60.0	Li-Ion	3450.0	4.0	32.0	0
1	77.1	142.5	9.1	171.0	micro	Android	qualcomm	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.5	24	15.9	2.1	30.0	Li-Ion	3500.0	4.0	32.0	0
1	77.1	140.9	10.4	178.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.4	2.3	24	12.2	8.3	30.0	Li-Ion	3300.0	4.0	32.0	0
1	80.0	145.8	10.5	185.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	1.1	24	13.0	8.3	30.0	Li-Ion	3600.0	4.0	32.0	0
1	77.2	142.5	10.5	171.0	micro	Android	qualcomm	1	3	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	1.1	24	16.1	2.1	30.0	Li-Ion	3550.0	3.0	32.0	0
1	79.8	148.0	6.7	156.0	micro	Android	qualcomm	1	3	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.5	2.5	24	12.2	8.3	30.0	Li-Polymer	3280.0	4.0	64.0	0
1	81.4	147.3	10.5	216.0	micro	Android	mediatek	1	2	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.6	2.6	24	13.0	0.9	30.0	Li-Polymer	5600.0	3.0	32.0	0
1	75.9	137.5	10.2	165.0	micro	Android	mediatek	1	6	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	8.0	0.9	30.0	Li-Polymer	3000.0	2.0	16.0	0
1	81.4	147.3	10.5	197.0	micro	Android	qualcomm	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.5	24	13.0	2.1	30.0	Li-Polymer	5450.0	2.0	16.0	0
1	80.0	148.4	6.6	158.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.7	2.3	24	12.2	8.3	30.0	Li-Polymer	3200.0	4.0	32.0	0
1	75.6	137.3	10.2	164.0	micro	Android	qualcomm	1	2	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	2.3	24	8.0	2.1	30.0	Li-Polymer	3100.0	2.0	16.0	0
1	77.3	138.2	9.9	168.0	micro	Android	mediatek	1	7	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.8	1.0	24	5.0	0.9	30.0	Li-Polymer	2950.0	1.0	8.0	0
1	77.7	142.7	10.7	169.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	2.3	24	12.2	8.3	30.0	Li-Ion	3500.0	3.0	32.0	0
1	76.7	137.1	10.5	158.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.1	2.5	24	13.0	2.1	30.0	Li-Ion	3250.0	3.0	16.0	0
1	79.1	143.8	8.6	178.0	micro	Android	mediatek	1	7	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.3	1.0	24	15.9	8.3	30.0	Li-Polymer	3450.0	4.0	32.0	0
1	75.2	136.6	10.5	167.0	micro	Android	mediatek	1	5	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.9	2.1	24	8.0	0.9	30.0	Li-Polymer	3900.0	2.0	16.0	0
1	80.2	148.6	7.7	180.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.3	2.4	24	15.9	8.3	30.0	Li-Polymer	3110.0	2.0	32.0	0
1	79.6	148.1	7.7	178.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.4	2.1	24	21.2	8.3	30.0	Li-Ion	3200.0	4.0	32.0	0
1	79.1	145.6	5.7	148.0	micro	Android	qualcomm	1	3	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.5	2.5	24	13.0	8.3	30.0	Li-Ion	2900.0	4.0	32.0	0
1	75.6	137.2	10.9	149.0	micro	Android	qualcomm	1	4	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.9	2.1	24	8.0	2.1	30.0	Li-Ion	3100.0	2.0	16.0	0
1	80.4	145.4	10.8	169.0	micro	Android	qualcomm	1	5	8	Micro	1.0 cards	Micro USB	version 2.0	1	5.3	1.0	24	15.9	2.1	30.0	Li-Polymer	3500.0	4.0	32.0	0
1	80.4	145.4	10.8	169.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	1.1	24	13.0	2.1	30.0	Li-Polymer	3450.0	2.0	16.0	0
1	78.8	140.6	12.0	184.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.7	2.3	24	21.5	2.1	30.0	Li-Ion	4130.0	2.0	16.0	0
1	81.9	142.3	10.1	184.0	micro	Android	qualcomm	1	1	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.5	24	21.4	8.3	30.0	Li-Polymer	4210.0	2.0	32.0	0
1	80.0	146.2	12.2	195.0	micro	Android	qualcomm	1	5	6	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.4	24	21.4	8.3	30.0	Li-Ion	3450.0	2.0	32.0	0
1	78.8	140.6	12.0	184.0	micro	Android	qualcomm	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	2.1	24	21.5	2.1	30.0	Li-Ion	3830.0	2.0	16.0	0
1	80.0	146.2	12.2	195.0	micro	Android	qualcomm	1	2	6	Nano	2.0 cards	Micro USB	version 2.0	1	5.9	2.3	24	21.4	8.3	30.0	Li-Ion	3200.0	3.0	32.0	2
1	76.0	135.0	12.8	169.0	micro	Android	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	2.5	24	13.0	2.1	30.0	Li-Ion	3070.0	2.0	8.0	0
1	70.1	123.4	13.5	158.0	micro	Android	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.6	2.5	24	4.9	0.9	30.0	Li-Ion	2940.0	2.0	8.0	0
1	74.2	134.4	12.1	169.0	micro	Android	qualcomm	1	6	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.8	1.0	24	8.0	0.9	30.0	Li-Ion	2840.0	1.0	16.0	0
1	87.1	151.3	11.1	201.0	No info	Android	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	6.06	2.6	24	13.0	8.3	30.0	Li-Polymer	3420.0	3.0	32.0	0
1	77.0	136.3	11.7	184.0	No info	Android	qualcomm	1	7	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	1.1	24	20.7	8.3	24.0	Li-Polymer	4500.0	3.0	32.0	0
