Bluetooth	Width	Height	Thick	Weight	Memory card	OS	SoC	Wi-Fi	GPU core	CPU core	SIM type	Number of SIM cards	USB type	USB version	Position tracking	Display size	Display resolution	Display color depth	Image resolution	Video resolution	FPS	Battery type	Battery power	RAM	Storage	Price range
1	71.0	147.0	8.4	150.0	micro	Android	mediatek	1	2	4	Mini	2.0 cards	Micro USB	version 2.0	1	5.47	1.0	24	5.0	0.9	30.0	Li-Polymer	2300.0	1.0	8.0	0
1	72.8	150.4	8.0	189.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.85	1.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	4.0	64.0	0
1	78.0	155.0	13.0	251.0	micro	Android	mediatek	1	4	No info	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	3.7	24	21.2	8.3	30.0	Li-Polymer	5000.0	4.0	64.0	0
1	72.8	150.4	8.9	198.0	micro	Android	mediatek	1	No info	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.85	1.1	24	8.0	2.1	30.0	Li-Polymer	3000.0	3.0	16.0	0
1	72.5	154.0	8.4	166.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.99	2.3	24	13.0	8.3	30.0	Li-Polymer	3550.0	6.0	64.0	1
1	72.5	154.0	8.4	160.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.99	2.3	24	13.0	2.1	30.0	Li-Polymer	3620.0	6.0	64.0	0
1	77.6	157.0	8.7	184.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	13.0	2.1	30.0	Li-Polymer	4050.0	4.0	64.0	0
1	80.7	152.0	8.6	195.0	No info	Android	mediatek	1	4	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	6.0	3.7	24	21.4	8.3	24.0	Li-Polymer	4000.0	4.0	64.0	0
1	71.0	143.6	8.1	133.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	2.1	24	13.0	2.1	30.0	Li-Polymer	2860.0	4.0	64.0	0
1	75.5	153.9	9.5	186.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	21.0	8.3	30.0	Li-Polymer	3600.0	6.0	64.0	0
1	82.8	164.2	8.5	227.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	6.0	0.9	24	13.0	0.9	30.0	Li-Polymer	2800.0	2.0	32.0	0
1	73.2	150.3	7.6	176.0	micro	Android	mediatek	1	4	No info	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	3.0	32.0	0
1	73.0	150.3	7.6	156.0	micro	Android	mediatek	1	4	No info	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	3.0	32.0	0
1	76.5	150.3	8.4		micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	2.1	30.0	Li-Polymer	2850.0	2.0	16.0	0
1	73.2	148.4	7.3	145.0	micro	Android	mediatek	1	2	8	Micro	2.0 cards	USB Type-C	version 2.0	1	5.5	2.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	4.0	32.0	0
1	74.2	148.4	7.3	139.0	micro	Android	mediatek	1	2	8	Micro	2.0 cards	USB Type-C	version 2.0	1	5.5	2.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	4.0	32.0	0
1	76.8	153.0	8.9	169.0	micro	Android	mediatek	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	21.5	8.3	30.0	Li-Polymer	4000.0	3.0	16.0	0
1	71.6	143.5	8.9	165.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	2.1	30.0	Li-Polymer	2700.0	2.0	16.0	0
1	78.5	155.0	7.5	157.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	12.8	0.9	30.0	Li-Ion	2550.0	1.0	8.0	0
1	77.0	155.0	7.6	155.0	micro	Android	mediatek	1	4	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	12.8	2.1	30.0	Li-Ion	2650.0	2.0	16.0	0
1	71.5	139.0	5.8	126.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	12.8	2.1	30.0	Li-Polymer	1950.0	1.0	16.0	0
1	81.4	157.0	8.2	171.0	micro	Android	mediatek	1	4	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.8	2.1	24	13.3	2.1	30.0	Li-Ion	2800.0	2.0	16.0	0
1	74.0	145.0	8.0	220.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.5	24	8.3	0.9	30.0	Li-Ion	2300.0	1.0	4.0	0
1	78.3	154.3	9.35	203.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	0.9	24	13.0	0.9	30.0	Li-Polymer	5000.0	2.0	16.0	1
1	76.2	150.8	11.1	206.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	0.9	24	13.0	0.9	30.0	Li-Ion	4000.0	2.0	16.0	1
1	71.1	141.5	7.8	185.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.71	3.4	24	13.0	8.3	30.0	Li-Polymer	3040.0	4.0	128.0	1
1	63.8	128.0	10.3	138.0	micro	Android	qualcomm	1	No info	4	Mini	2.0 cards	Micro USB	version 2.0	1	4.5	0.9	24	8.0	0.9	30.0	Li-Ion	2000.0	1.0	4.0	0
1	65.6	127.0	9.65	125.0	micro	Android	spreadtrum	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.2	1.0	24	8.0	0.9	25.0	Li-Ion	1600.0	1.0	8.0	0
1	75.0	152.0	7.9	158.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.1	24	13.0	8.3	30.0	Li-Ion	3300.0	4.0	64.0	1
1	70.0	140.0	8.5	135.0	micro	Android	qualcomm	1	No info	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	2300.0	2.0	16.0	0
1	77.5	157.2	7.2	168.0	No info	Android	mediatek	1	4	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	3.7	24	15.9	2.1	30.0	Li-Polymer	3400.0	4.0	64.0	0
1	76.0	153.0	8.65	183.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.1	24	15.9	2.1	30.0	Li-Polymer	5000.0	4.0	64.0	1
1	71.5	145.8	7.2	136.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.1	24	13.0	2.1	30.0	Li-Polymer	2800.0	2.0	32.0	0
1	72.0	149.0	8.1	154.0	micro	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.2	2.1	24	22.9	8.3	30.0	Li-Polymer	2580.0	4.0	32.0	1
1	71.0	144.0	8.0	148.0	micro	Android	qualcomm	1	No info	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	13.0	2.1	30.0	Li-Ion	2580.0	2.0	16.0	1
1	75.0	156.0	7.7	169.0	micro	Android	qualcomm	1	No info	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.1	24	22.9	8.3	30.0	Li-Polymer	2850.0	3.0	32.0	2
1	72.0	144.0	7.8	141.0	micro	Android	qualcomm	1	No info	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	13.0	2.1	30.0	Li-Ion	2580.0	2.0	16.0	1
1	69.0	141.0	8.9	149.0	micro	Android	qualcomm	1	No info	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	2.1	30.0	Li-Polymer	2330.0	2.0	16.0	0
1	70.73	145.72	10.5	155.0	micro	Android	qualcomm	1	No info	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	3.7	24	21.5	8.3	30.0	Li-Polymer	3120.0	3.0	32.0	2
1	75.0	145.0	10.9	168.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	3.7	24	20.7	3.7	30.0	Li-Ion	3500.0	3.0	32.0	1
1	73.7	159.6	8.4		micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.0	24	8.0	0.9	30.0	Li-Polymer	3000.0	2.0	16.0	0
1	80.3	156.6	19.3	280.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	2.1	30.0	Li-Polymer	7500.0	2.0	16.0	0
1	75.0	150.55	9.8	160.0	micro	Android	mediatek	1	3	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.2	0.9	24	13.0	2.1	30.0	Li-Polymer	3000.0	3.0	32.0	0
1	76.8	152.9	8.2	147.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Polymer	3200.0	3.0	16.0	0
1	78.0	145.8	16.8		micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.5	0.5	24	8.0	0.9	30.0	Li-Polymer	3400.0	1.0	8.0	0
1	74.0	156.5	9.5	172.0	micro	Android	mediatek	1	No info	4	Nano	2.0 cards	USB Type-C	version 2.0	1	6.1	1.1	24	13.0	2.1	30.0	Li-Polymer	4000.0	2.0	16.0	0
1	74.0	149.5	8.95	160.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.1	24	13.0	2.1	30.0	Li-Ion	5000.0	2.0	16.0	0
1	72.3	144.0	9.5	139.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	13.0	0.9	30.0	Li-Ion	2500.0	1.0	16.0	0
1	76.0	156.0	7.7	195.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	USB Type-C	version 3.0	1	5.5	2.1	24	21.5			Li-Ion	4000.0	3.0	32.0	0
1	69.4	144.5	7.7	160.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	USB Type-C	version 3.0	1	5.0	2.1	24	15.9			Li-Ion	3000.0	3.0	32.0	0
1	70.9	147.3	8.9	158.0	micro	Android	unisoc	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.71	1.1	24	13.0	0.9	30.0	Li-Polymer	3520.0	3.0	32.0	0
1	70.7	148.4	7.95	135.0	micro	Android	mediatek	1	No info	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.45	1.0	24	8.0	0.9	30.0	Li-Polymer	2670.0	2.0	16.0	0
1	72.6	153.75	7.85	141.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.0	24	13.0	2.1	30.0	Li-Polymer	2970.0	3.0	32.0	0
1	77.7	159.5	7.8	165.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.99	2.3	24	15.9	2.1	30.0	Li-Polymer	3410.0	4.0	64.0	0
1	72.6	153.75	7.85	141.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.0	24	13.0	2.1	30.0	Li-Polymer	2970.0	3.0	32.0	0
1	75.65	156.35	8.6	199.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.0	1.0	24	13.0	2.1	30.0	Li-Polymer	5000.0	4.0	64.0	0
1	73.5	150.4	8.8	166.0	micro	Android	mediatek	1	2	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	0.9	24	13.0	2.1	30.0	Li-Polymer	4000.0	3.0	16.0	0
1	74.4	150.5	8.0	161.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	0.9	24	13.0	2.1	30.0	Li-Polymer	4000.0	3.0	32.0	0
1	83.3	166.4	9.1	226.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	6.0	2.1	24	13.0	2.1	30.0	Li-Polymer	4550.0	4.0	64.0	0
1	62.8	124.1	16.5	207.0	micro	Android	mediatek	1	2	8	Micro	1.0 cards	USB Type-C	version 2.0	1	4.2	0.9	24	13.1	2.1	30.0	Li-Ion	2530.0	4.0	64.0	2
1	76.8	157.4	8.6	157.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.99	1.0	24	13.0	2.1	30.0	Li-Polymer	3500.0	3.0	16.0	0
1	75.24	156.1	7.8	167.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.18	2.4	24	12.2	2.1	30.0	Li-Polymer	3160.0	6.0	64.0	0
1	76.8	157.45	8.65		micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.99	1.0	24	13.0	2.1	30.0	Li-Polymer	3500.0	3.0	32.0	0
1	69.8	150.1	7.9	158.0	micro	Android	mediatek	1	4	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	5.47	1.0	24	13.0	2.1	30.0	Li-Polymer	2800.0	4.0	64.0	0
1	71.9	153.4	8.9		micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.0	24	13.0	2.1	30.0	Li-Polymer	4000.0	4.0	64.0	0
1	75.2	161.5	7.5	164.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.99	1.0	24	13.0	2.1	30.0	Li-Polymer	3100.0	6.0	64.0	0
1	75.1	160.4	8.2	193.0	No info	Android	qualcomm	1	No info	No info	Nano	1.0 cards	USB Type-C	version 3.1	1	6.3	4.4	24	12.2	8.3	60.0	Li-Polymer	3700.0	6.0	64.0	3
1	68.8	147.1	8.2	162.0	No info	Android	qualcomm	1	No info	No info	Nano	1.0 cards	USB Type-C	version 3.1	1	5.7	2.5	24	12.2	8.3	60.0	Li-Polymer	2800.0	6.0	64.0	3
1	76.2	160.0	7.6	167.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	6.0	2.3	24	12.2	8.3	30.0	Li-Ion	3700.0	4.0	64.0	1
1	71.1	152.4	7.6	147.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.6	2.4	24	12.2	8.3	30.0	Li-Ion	3000.0	4.0	64.0	1
1	76.7	158.0	7.9	184.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	6.3	4.3	24	12.2	8.3	60.0	Li-Ion	3430.0	4.0	64.0	1
1	68.2	145.6	7.9	148.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.5	4.4	24	12.2	8.3	30.0	Li-Ion	2915.0	4.0	64.0	1
1	76.7	157.9	7.9	175.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	6.0	4.1	24	15.8	8.3	30.0	Li-Ion	3520.0	4.0	64.0	0
1	69.7	145.7	7.8	143.0	No info	Android	qualcomm	1	No info	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.0	2.1	24	12.2	8.3	30.0	Li-Ion	2700.0	4.0	64.0	0
1	75.74	154.72	8.6	168.0	No info	Android	qualcomm	1	No info	4	Nano	1.0 cards	USB Type-C	version 3.0	1	5.5	3.7	24	12.3	8.3	30.0	Li-Ion	3450.0	4.0	32.0	0
1	69.54	143.84	8.58	143.0	No info	Android	qualcomm	1	No info	4	Nano	1.0 cards	USB Type-C	version 3.0	1	5.0	2.1	24	12.3	8.3	30.0	Li-Ion	2770.0	4.0	32.0	0
1	242.0	179.0	7.0	517.0	No info	Android	nvidia	1	6	8	No info	nan cards	USB Type-C	version 2.0	0	10.2	4.6	24	8.0	2.1	30.0	Li-Polymer	9000.0	3.0	32.0	1
1	77.2	153.3	8.7	174.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Ion	2600.0	1.0	16.0	0
1	77.3	154.6	10.6	233.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	13.0	0.9	30.0	Li-Polymer	6000.0	2.0	16.0	0
1	77.5	152.4	8.5	192.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	13.0	0.9	30.0	Li-Polymer	3000.0	2.0	16.0	0
1	72.8	146.6	8.7	164.0	micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	2300.0	2.0	16.0	0
1	66.9	139.6	9.4	127.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.7	0.9	24	8.0	0.9	30.0	Li-Ion	2000.0	1.0	16.0	0
1	72.3	146.0	14.2		micro	Android	mediatek	1	No info	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.6	24	8.0	0.9	30.0	Li-Polymer	5000.0	2.0	16.0	0
1	74.0	148.2	15.5		micro	Android	mediatek	1	No info	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	1.0	24	8.0	0.9	30.0	Li-Polymer	6500.0	2.0	16.0	0
1	69.4	115.3	14.5	197.0	micro	Android	mediatek	1	2	4	Mini	2.0 cards	Micro USB	version 2.0	1	4.0	0.5	24	8.0	0.9	30.0	Li-Ion	3200.0	1.0	8.0	0
1	80.0	152.0	16.6	236.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	4.5	0.4	24	8.0	0.9	30.0	Li-Polymer	4500.0	2.0	8.0	0
1	73.14	145.1	9.8		micro	Android	mediatek	1	2	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	13.0	0.9	30.0	Li-Polymer	2600.0	1.0	16.0	0
1	84.0	166.1	9.8		micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	6.0	0.9	24	13.0	0.9	30.0	Li-Polymer	4500.0	2.0	16.0	0
0	73.0	144.8	6.9	130.0	micro	Android	mediatek	1	4	8	Mini	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	12.6	2.1	30.0	Li-Ion	2000.0	2.0	16.0	0
1	75.0	158.2	7.5	170.0	micro	Android	qualcomm	1	No info	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.99	2.3	24	12.2	2.1	30.0	Li-Polymer	3400.0	3.0	32.0	0
1	75.9	159.0	8.35	171.0	micro	Android	mediatek	1	2	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.99	1.0	24	13.0	2.1	30.0	Li-Polymer	3400.0	2.0	16.0	0
1	65.0	138.0	11.2	161.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.5	24	5.0	0.9	30.0	Li-Ion	2750.0	1.0	8.0	0
1	73.3	152.8	7.9		micro	Android	mediatek	1	No info	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	1.0	24	13.0	0.9	30.0	Li-Ion	3300.0	3.0	32.0	0
1	70.0	149.5	12.8	199.0	micro	Android	mediatek	1	No info	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	1.0	24	13.0	0.9	30.0	Li-Ion	6200.0	2.0	16.0	0
1					micro	Android	mediatek	1	No info	4	No info	2.0 cards	Micro USB	version 2.0	1	5.5	0.8	24	13.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	71.56	151.1	9.3	182.0	micro	Android	mediatek	1	2	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.8	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	70.2	145.4	9.3	177.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.8	24	8.0	0.9	30.0	Li-Ion	3000.0	1.0	16.0	0
1	70.2	145.4	9.3	177.0	micro	Android	mediatek	1	No info	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.5	1.0	24	13.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	74.0	152.6	7.8	170.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.85	1.1	24	15.9	2.1	30.0	Li-Polymer	3500.0	4.0	64.0	0
1	70.0	149.5	12.8	200.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	1.0	24	21.4	2.1	30.0	Li-Polymer	6200.0	4.0	64.0	0
1	77.0	165.5	14.5	207.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.0	1.0	24	15.9	2.1	30.0	Li-Polymer	10000.0	4.0	64.0	0
1	65.0	138.0	8.9		micro	Android	mediatek	1	2	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.5	24	8.0	0.9	30.0	Li-Ion	2750.0	1.0	8.0	0
1					micro	Android	mediatek	1	1	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.5	0.8	24	8.0	0.9	30.0	Li-Ion	2900.0	3.0	32.0	0
1	71.0	151.5	8.9	160.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.8	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	74.5	158.8	8.2	207.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.99	1.0	24	13.0	2.1	30.0	Li-Polymer	4050.0	4.0	64.0	0
1	66.8	135.8	8.9	180.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	USB Type-C	version 2.0	1	4.5	0.4	24	5.0	0.9	30.0	Li-Ion	2100.0	1.0	8.0	0
1	72.5	152.0	8.8	179.0	micro	Android	mediatek	1	2	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.0	24	15.9	2.1	30.0	Li-Polymer	3400.0	4.0	64.0	0
1	71.6	147.3	8.9	161.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	3.0	32.0	0
1	78.5	156.5	8.9		micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Ion	5500.0	3.0	32.0	0
1	71.6	147.3	8.9	161.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Polymer	3000.0	2.0	16.0	0
1	77.7	151.4	7.9		micro	Android	mediatek	1	2	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Polymer	3000.0	1.0	8.0	0
1	76.0	152.0	12.9	222.0	micro	Android	mediatek	1	3	8	Micro	2.0 cards	Micro USB	version 2.0	1	4.7	0.9	24	13.0	0.9	30.0	Li-Ion	3500.0	3.0	32.0	0
1	77.8	154.0	8.9		micro	Android	mediatek	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	5.0	0.9	30.0	Li-Ion	3000.0	1.0	8.0	0
1	72.1	144.0	8.9	123.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	76.0	152.0	13.6	227.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	USB Type-C	version 2.0	1	4.7	0.9	24	8.0	0.9	30.0	Li-Ion	3500.0	2.0	16.0	0
1	77.6	153.0	7.9	163.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	72.0	143.0	9.0	123.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	5.0	0.9	30.0	Li-Ion	3000.0	1.0	8.0	0
1	77.6	153.0	7.9	163.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	1.0	8.0	0
1	77.6	150.5	8.9	175.0	micro	Android	mediatek	1	4	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.1	24	21.5	2.1	30.0	Li-Ion	3200.0	4.0	32.0	0
1	73.0	145.3	9.0	150.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	73.0	145.3	7.5	150.0	micro	Android	mediatek	1	2	4	No info	2.0 cards	USB Type-C	version 2.0	1	5.0	0.9	24	5.0	2.1	30.0	Li-Ion	3000.0	1.0	8.0	0
1	77.8	155.4	9.5	170.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.5	0.9	24	8.0	0.9	30.0	Li-Ion	3000.0	2.0	16.0	0
1	77.8	155.4	9.1	170.0	micro	Android	mediatek	1	2	4	Micro	2.0 cards	USB Type-C	version 2.0	1	5.5	0.9	24	4.9	2.1	30.0	Li-Ion	3000.0	1.0	8.0	0
1	70.0	143.0	9.8	206.0	micro	Android	mediatek	1	1	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.0	0.9	24	8.0	0.9	30.0	Li-Ion	4250.0	1.0	16.0	0
1	83.5	161.8	7.8	195.0	micro	Microsoft	qualcomm	1	No info	4	Nano	2.0 cards	USB Type-C	version 3.0	1	5.96	3.7	24	15.9	8.3	30.0	Li-Polymer	4150.0	4.0	64.0	2
1	280.0	182.0	14.4	850.0	micro	Microsoft	intel	1	No info	4	No info	nan cards	Micro USB	version 2.0	1	10.1	1.0	24	5.0	2.1	30.0	Li-Polymer	8380.0	1.0	16.0	0
1	280.0	182.0	14.4	855.0	micro	Android	intel	1	No info	4	No info	nan cards	USB Type-C	version 2.0	1	10.1	1.0	24	5.0	2.1	30.0	Li-Polymer		1.0	16.0	0
0	192.53	121.92	8.13	295.0	micro	Android	allwinner	1	2	4	No info	nan cards	Micro USB	version 2.0	0	7.0	0.6	24	1.9			Li-Polymer	2800.0	1.0	8.0	0
1	261.0	178.0	9.2	680.0	micro	Microsoft	intel	1	1	4	No info	nan cards	USB Type-C	version 2.0	0	10.1	2.3	24	8.0	2.1	30.0	Li-Polymer		4.0	64.0	0
1	62.8	112.8	13.4	132.0	micro	Microsoft	qualcomm	1	No info	1	Mini	1.0 cards	Micro USB	version 2.0	1	2.5	0.1	18	3.1	0.1		Li-Polymer	1590.0	0.25		0
1	74.8	156.2	8.47	170.0	micro	Android	mediatek	1	No info	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.2	1.1	24	13.0	2.1	30.0	Li-Polymer	3850.0	3.0	32.0	0
1	74.94	156.7	7.95	160.0	micro	Android	mediatek	1	No info	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.22	1.1	24	2.1		30.0	Li-Ion	3300.0	3.0	32.0	0
