Brand,Model,Model alias,Width,Height,Thickness,Weight,Volume,Colors,Body materials,Certification,SIM card type,Number of SIM cards,Features,GSM,CDMA,CDMA2000,W-CDMA,TD-SCDMA,UMTS,LTE,Mobile network technologies,Operating system (OS),User interface (UI),SoC,Process technology,CPU,CPU bits,Instruction set,Level 2 cache memory (L2),CPU cores,CPU frequency,GPU,GPU cores,GPU frequency,RAM capacity,RAM type,RAM channels,RAM frequency,Storage,Types,Type/technology,Diagonal size,Width.1,Height.1,Aspect ratio,Resolution,Pixel density,Color depth,Display area,Other features,Sensors,Sensor model,Sensor type,ISO,Aperture,Flash type,Image resolution,Video resolution,Video FPS,Features.1,Focal length,Sensor model.1,Sensor type.1,ISO.1,Aperture.1,Flash type.1,Image resolution.1,Video resolution.1,Video FPS.1,Features.2,Focal length.1,Speaker,Radio,Tracking/Positioning,Wi-Fi,Version,Features.3,Connector type,Version.1,Features.4,HDMI,Headphone jack,Connectivity,Browser,Audio file formats/codecs,Video file formats/codecs,Capacity,Type,2G stand-by time,3G stand-by time,Charger output power,Features.5,Quick charge technology,Head SAR (EU),Body SAR (EU),Head SAR (USA),Body SAR (USA),Additional features,Price
Samsung,Galaxy Grand Max,SM-G720N0;G720N0;SM-G7200;G7200,74.8 mm (millimeters);7.48 cm (centimeters);0.25 ft (feet);2.94 in (inches),146 mm (millimeters);14.6 cm (centimeters);0.48 ft (feet);5.75 in (inches),7.95 mm (millimeters);0.8 cm (centimeters);0.03 ft (feet);0.31 in (inches),162 g (grams);0.36 lbs (pounds);5.73 oz (ounces),86.82 cm³ (cubic centimeters);5.27 in³ (cubic inches),White;Gray,,,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1.0,Dual SIM optional (A variant of the model with two SIM card slots is available),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,,,,,UMTS 850 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 900 MHz;LTE 1800 MHz;LTE 2600 MHz;LTE 700 MHz,UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Android 4.4.4 KitKat,,Qualcomm Snapdragon 410 MSM8916,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,2048 KB (kilobytes);2 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 306,,400 MHz (megahertz),1.5 GB (gigabytes),LPDDR3,Single channel,533 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC;microSDXC,TFT,5.25 in (inches);133.35 mm (millimeters);13.34 cm (centimeters),2.57 in (inches);65.38 mm (millimeters);6.54 cm (centimeters),4.58 in (inches);116.22 mm (millimeters);11.62 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,280 ppi (pixels per inch);110 ppcm (pixels per centimeter),24 bit;16777216 colors,69.8 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer,,,,,LED,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,,,,,,,2560 x 1920 pixels;4.92 MP (megapixels),,,,,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.0,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);DIP (Device ID Profile);EDR (Enhanced Data Rate);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);LE (Low Energy);OPP (Object Push Profile);PAN (Personal Area Networking Profile);PBAP/PAB (Phone Book Access Profile),Micro USB,2.0,Charging;Mass storage,,Yes,Computer sync;OTA sync;Tethering;DLNA,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.264 / MPEG-4 Part 10 / AVC video;MKV (Matroska Multimedia Container; .mkv .mk3d .mka .mks);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM,2500 mAh (milliampere-hours),Li-Ion,,,,Removable,,0.49 W/kg (watts per kilogram),0.302 W/kg (watts per kilogram),0.37 W/kg (watts per kilogram),0.71 W/kg (watts per kilogram),,$134.99
Samsung,Galaxy E7,SM-E700;E700;SM-E700F;E700F;SM-E700M;E700M;SM-E700H;E700H;SM-E7000;E7000;SM-E7009;E7009,77.2 mm (millimeters);7.72 cm (centimeters);0.25 ft (feet);3.04 in (inches),151.3 mm (millimeters);15.13 cm (centimeters);0.5 ft (feet);5.96 in (inches),7.3 mm (millimeters);0.73 cm (centimeters);0.02 ft (feet);0.29 in (inches),141 g (grams);0.31 lbs (pounds);4.97 oz (ounces),85.27 cm³ (cubic centimeters);5.18 in³ (cubic inches),Black;White;Blue,Plastic,,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),1.0,Dual SIM optional (A variant of the model with two SIM card slots is available),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,,,,,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 1900 MHz (B39);LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE-TDD 2600 MHz (B38);LTE 700 MHz,UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Android 4.4.4 KitKat;Android 5.0 Lollipop;Android 5.1.1 Lollipop,TouchWiz,Qualcomm Snapdragon 410 MSM8916,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,2048 KB (kilobytes);2 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 306,,400 MHz (megahertz),2 GB (gigabytes),LPDDR3,Single channel,533 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC;microSDXC,Super AMOLED,5.5 in (inches);139.7 mm (millimeters);13.97 cm (centimeters),2.7 in (inches);68.49 mm (millimeters);6.85 cm (centimeters),4.79 in (inches);121.76 mm (millimeters);12.18 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,267 ppi (pixels per inch);104 ppcm (pixels per centimeter),24 bit;16777216 colors,71.63 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer,,,,f/2,LED,4128 x 3096 pixels;12.78 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Digital image stabilization;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,,,,,f/2.2,,2576 x 1932 pixels;4.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),,,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.0,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);DIP (Device ID Profile);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);MAP (Message Access Profile);OPP (Object Push Profile);PAN (Personal Area Networking Profile);PBAP/PAB (Phone Book Access Profile),Micro USB,2.0,Charging;Mass storage,,Yes,Computer sync;OTA sync;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.263;H.264 / MPEG-4 Part 10 / AVC video;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WMV (Windows Media Video; .wmv),2950 mAh (milliampere-hours),Li-Ion,,,,Non-removable,,0.325 W/kg (watts per kilogram),0.471 W/kg (watts per kilogram),0.64 W/kg (watts per kilogram),0.85 W/kg (watts per kilogram),SM-E700M - SAR (Specific Absorption Rate) EU: head - 0.360 W/kg; body - 0.356 W/kg;SM-E700M - SAR (Specific Absorption Rate) US: head - 0.930 W/kg; body - 0.940 W/kg,$162.99
Samsung,Galaxy A5 Duos,SM-A5000;A5000;SM-A500G/DS;SM-A500G;A500G;SM-A500H/DS;SM-A500H;A500H;SM-A500M/DS;SM-A500M;A500M,69.7 mm (millimeters);6.97 cm (centimeters);0.23 ft (feet);2.74 in (inches),139.3 mm (millimeters);13.93 cm (centimeters);0.46 ft (feet);5.48 in (inches),6.7 mm (millimeters);0.67 cm (centimeters);0.02 ft (feet);0.26 in (inches),123 g (grams);0.27 lbs (pounds);4.34 oz (ounces),65.05 cm³ (cubic centimeters);3.95 in³ (cubic inches),White;Black;Silver;Pink;Blue;Gold,Metal;Glass,,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),2.0,Dual SIM stand-by (Both cards are active. When one is busy; the other is not active),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,,,,TD-SCDMA 1880-1920 MHz;TD-SCDMA 2010-2025 MHz,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 800 MHz;LTE 850 MHz;LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 1900 MHz (B39);LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE-TDD 2600 MHz (B38),UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s );TD-SCDMA;TD-HSDPA,Android 4.4.4 KitKat;Android 5.0.2 Lollipop;Android 6.0 Marshmallow,TouchWiz,Qualcomm Snapdragon 410 MSM8916,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,2048 KB (kilobytes);2 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 306,,400 MHz (megahertz),2 GB (gigabytes),LPDDR3,Single channel,533 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC;microSDXC,Super AMOLED,5 in (inches);127 mm (millimeters);12.7 cm (centimeters),2.45 in (inches);62.26 mm (millimeters);6.23 cm (centimeters),4.36 in (inches);110.69 mm (millimeters);11.07 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,294 ppi (pixels per inch);115 ppcm (pixels per centimeter),24 bit;16777216 colors,71.21 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Hall,Sony IMX135 Exmor RS,CMOS (complementary metal-oxide semiconductor),100 - 800,f/2,LED,4128 x 3096 pixels;12.78 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode,,,,,f/2.2,,2560 x 1440 pixels;3.69 MP (megapixels),,,,,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11n 5GHz;Dual band;Wi-Fi Hotspot;Wi-Fi Direct,4.0,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);EDR (Enhanced Data Rate);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);LE (Low Energy);MAP (Message Access Profile);OPP (Object Push Profile);PAN (Personal Area Networking Profile);PBAP/PAB (Phone Book Access Profile);SAP/SIM/rSAP (SIM Access Profile),Micro USB,2.0,Charging;Mass storage,,Yes,Computer sync;OTA sync;Tethering;NFC;ANT+,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AAC+ / aacPlus / HE-AAC v1;AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.263;H.264 / MPEG-4 Part 10 / AVC video;MPEG-4;VC-1;VP8;WMV7 (Windows Media Video 7; .wmv);WMV8 (Windows Media Video 8; .wmv),2300 mAh (milliampere-hours),Li-Ion,,428 h (hours);25680 min (minutes);17.8 days,5 V (volts) / 1.5 A (amps),Non-removable,,0.26 W/kg (watts per kilogram),0.374 W/kg (watts per kilogram),0.779 W/kg (watts per kilogram),0.608 W/kg (watts per kilogram),,$87.00;$96.59;$96.59;$96.59;$96.59;$96.59;$98.92;$98.99
Samsung,Galaxy A5,SM-A500F;A500F,69.7 mm (millimeters);6.97 cm (centimeters);0.23 ft (feet);2.74 in (inches),139.3 mm (millimeters);13.93 cm (centimeters);0.46 ft (feet);5.48 in (inches),6.7 mm (millimeters);0.67 cm (centimeters);0.02 ft (feet);0.26 in (inches),123 g (grams);0.27 lbs (pounds);4.34 oz (ounces),65.05 cm³ (cubic centimeters);3.95 in³ (cubic inches),White;Black;Silver;Pink;Blue;Gold,Metal;Glass,,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),1.0,,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,,,,,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 800 MHz;LTE 850 MHz;LTE 900 MHz;LTE 1700/2100 MHz;LTE 1800 MHz;LTE 1900 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 2500 MHz (B41),UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Android 4.4.4 KitKat;Android 5.0.2 Lollipop;Android 6.0 Marshmallow,TouchWiz,Qualcomm Snapdragon 410 MSM8916,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,2048 KB (kilobytes);2 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 306,,400 MHz (megahertz),2 GB (gigabytes),LPDDR3,Single channel,533 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC;microSDXC,Super AMOLED,5 in (inches);127 mm (millimeters);12.7 cm (centimeters),2.45 in (inches);62.26 mm (millimeters);6.23 cm (centimeters),4.36 in (inches);110.69 mm (millimeters);11.07 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,294 ppi (pixels per inch);115 ppcm (pixels per centimeter),24 bit;16777216 colors,71.21 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer;Compass;Hall,Sony IMX135 Exmor RS,CMOS (complementary metal-oxide semiconductor),100 - 800,f/2,LED,4128 x 3096 pixels;12.78 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode,,,,,f/2.2,,2560 x 1440 pixels;3.69 MP (megapixels),,,,,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11n 5GHz;Dual band;Wi-Fi Hotspot;Wi-Fi Direct,4.0,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);EDR (Enhanced Data Rate);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);LE (Low Energy);MAP (Message Access Profile);OPP (Object Push Profile);PAN (Personal Area Networking Profile);PBAP/PAB (Phone Book Access Profile);SAP/SIM/rSAP (SIM Access Profile),Micro USB,2.0,Charging;Mass storage,,Yes,Computer sync;OTA sync;Tethering;NFC;ANT+,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AAC+ / aacPlus / HE-AAC v1;AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.263;H.264 / MPEG-4 Part 10 / AVC video;MPEG-4;VC-1;VP8;WMV7 (Windows Media Video 7; .wmv);WMV8 (Windows Media Video 8; .wmv),2300 mAh (milliampere-hours),Li-Ion,,,5 V (volts) / 1.5 A (amps),Non-removable,,0.23 W/kg (watts per kilogram),0.403 W/kg (watts per kilogram),0.648 W/kg (watts per kilogram),0.478 W/kg (watts per kilogram),,$102.89;$102.89;$102.89;$143.84
Samsung,Galaxy A3,SM-A300;A300;SM-A3000;A3000;SM-A300F;A300F;SM-A300FU;A300FU;SM-A300F/DS,65.5 mm (millimeters);6.55 cm (centimeters);0.21 ft (feet);2.58 in (inches),130.1 mm (millimeters);13.01 cm (centimeters);0.43 ft (feet);5.12 in (inches),6.9 mm (millimeters);0.69 cm (centimeters);0.02 ft (feet);0.27 in (inches),110 g (grams);0.24 lbs (pounds);3.89 oz (ounces),58.8 cm³ (cubic centimeters);3.57 in³ (cubic inches),White;Black;Silver;Pink;Blue;Gold,Metal;Glass,,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),1.0,Dual SIM optional (A variant of the model with two SIM card slots is available),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,,,,TD-SCDMA 1880-1920 MHz;TD-SCDMA 2010-2025 MHz,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 800 MHz;LTE 850 MHz;LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 1900 MHz (B39);LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE-TDD 2600 MHz (B38),UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Android 4.4.4 KitKat;Android 5.0 Lollipop,TouchWiz,Qualcomm Snapdragon 410 MSM8916,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,2048 KB (kilobytes);2 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 306,,400 MHz (megahertz),1 GB (gigabytes),LPDDR3,Single channel,533 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC;microSDXC,Super AMOLED,4.5 in (inches);114.3 mm (millimeters);11.43 cm (centimeters),2.21 in (inches);56.04 mm (millimeters);5.6 cm (centimeters),3.92 in (inches);99.62 mm (millimeters);9.96 cm (centimeters),1.778:1;16:9,540 x 960 pixels,245 ppi (pixels per inch);96 ppcm (pixels per centimeter),24 bit;16777216 colors,65.72 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer;Compass;Hall,,CMOS (complementary metal-oxide semiconductor),,f/2.4,LED,3264 x 2448 pixels;7.99 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Digital image stabilization;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode;Macro mode,,,,,,,2560 x 1920 pixels;4.92 MP (megapixels),,,,,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.0,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);DIP (Device ID Profile);EDR (Enhanced Data Rate);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);LE (Low Energy);MAP (Message Access Profile);OPP (Object Push Profile);PAN (Personal Area Networking Profile);PBAP/PAB (Phone Book Access Profile);SAP/SIM/rSAP (SIM Access Profile),Micro USB,2.0,Charging;Mass storage,,Yes,Computer sync;OTA sync;Tethering;NFC;ANT+,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AAC+ / aacPlus / HE-AAC v1;AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.263;H.264 / MPEG-4 Part 10 / AVC video;MPEG-4;VC-1;VP8;WMV7 (Windows Media Video 7; .wmv);WMV8 (Windows Media Video 8; .wmv),1900 mAh (milliampere-hours),Li-Ion,,,,Non-removable,,0.39 W/kg (watts per kilogram),0.554 W/kg (watts per kilogram),1.462 W/kg (watts per kilogram),1.153 W/kg (watts per kilogram),SM-A300F - SAR (Specific Absorption Rate) EU: head - 0.244 W/kg; body - 0.301 W/kg;SM-A300F/DS - SAR (Specific Absorption Rate) EU: head - 0.390 W/kg; body - 0.554 W/kg;SM-A300F/DS - SAR (Specific Absorption Rate) US: head - 0.186 W/kg; body - 1.05 W/kg,$91.97;$93.44;$93.44;$123.89;$137.92;$143.51;$230.00
