Brand,Model,Model alias,Width,Height,Thickness,Weight,Volume,Colors,Body materials,Certification,SIM card type,Number of SIM cards,Features,GSM,CDMA,CDMA2000,W-CDMA,TD-SCDMA,UMTS,LTE,Mobile network technologies,Operating system (OS),User interface (UI),SoC,Process technology,CPU,CPU bits,Instruction set,Level 2 cache memory (L2),CPU cores,CPU frequency,GPU,GPU cores,GPU frequency,RAM capacity,RAM type,RAM channels,RAM frequency,Storage,Types,Type/technology,Diagonal size,Width,Height,Aspect ratio,Resolution,Pixel density,Color depth,Display area,Other features,Sensors,Sensor model,Sensor type,ISO,Aperture,Flash type,Image resolution,Video resolution,Video FPS,Features,Focal length,Sensor model,Sensor type,ISO,Aperture,Flash type,Image resolution,Video resolution,Video FPS,Features,Focal length,Speaker,Radio,Tracking/Positioning,Wi-Fi,Version,Features,Connector type,Version,Features,HDMI,Headphone jack,Connectivity,Browser,Audio file formats/codecs,Video file formats/codecs,Capacity,Type,2G stand-by time,3G stand-by time,Charger output power,Features,Quick charge technology,Head SAR (EU),Body SAR (EU),Head SAR (USA),Body SAR (USA),Additional features,price
LG,Leon,LG-H320;H320;LG-H324;H324,64.9 mm (millimeters);6.49 cm (centimeters);0.21 ft (feet);2.56 in (inches),129.9 mm (millimeters);12.99 cm (centimeters);0.43 ft (feet);5.11 in (inches),10.9 mm (millimeters);1.09 cm (centimeters);0.04 ft (feet);0.43 in (inches),139 g (grams);0.31 lbs (pounds);4.9 oz (ounces),91.89 cm³ (cubic centimeters);5.58 in³ (cubic inches),Black;Gold,Plastic,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,NaN,UMTS (384 kbit/s );EDGE Class 12 (118.4 kbit/s ; 192-296 kbit/s );GPRS Class 12 (32-48 kbit/s ; 32-48 kbit/s );HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 21 Mbit/s ),Android 5.0.1 Lollipop,NaN,MediaTek MT6582,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,512 KB (kilobytes);0.5 MB (megabytes),4,1300 MHz (megahertz),ARM Mali-400 MP2,2,500 MHz (megahertz),1 GB (gigabytes),NaN,Single channel,533 MHz (megahertz),8 GB (gigabytes),microSD;microSDHC,IPS,4.5 in (inches);114.3 mm (millimeters);11.43 cm (centimeters),2.2 in (inches);56 mm (millimeters);5.6 cm (centimeters),3.92 in (inches);99.64 mm (millimeters);9.96 cm (centimeters),1.779:1,480 x 854 pixels,218 ppi (pixels per inch);85 ppcm (pixels per centimeter),24 bit;16777216 colors,66.4 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer;Compass,NaN,CMOS (complementary metal-oxide semiconductor),NaN,NaN,LED,2560 x 1920 pixels;4.92 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,NaN,NaN,NaN,NaN,NaN,NaN,640 x 480 pixels;0.31 MP (megapixels),640 x 480 pixels;0.31 MP (megapixels),NaN,NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot,4.1,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);LE (Low Energy);OPP (Object Push Profile);PBAP/PAB (Phone Book Access Profile);SPP (Serial Port Protocol);SAP/SIM/rSAP (SIM Access Profile),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);DivX (.avi; .divx; .mkv);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WMV (Windows Media Video; .wmv),1900 mAh (milliampere-hours),Li-Ion,NaN,NaN,NaN,Removable,NaN,0.9 W/kg (watts per kilogram),0.653 W/kg (watts per kilogram),0.49 W/kg (watts per kilogram),1.09 W/kg (watts per kilogram),NaN,$230.00
LG,G Flex 2,G Flex2;LG-LS996;LGLS996;LS996;LG-F560L;F560L;LG-F510S;F510S;LG-US995;US995;LG-H950A;H950A,75.3 mm (millimeters);7.53 cm (centimeters);0.25 ft (feet);2.96 in (inches),149.1 mm (millimeters);14.91 cm (centimeters);0.49 ft (feet);5.87 in (inches),7.1 mm (millimeters);0.71 cm (centimeters);0.02 ft (feet);0.28 in (inches),152 g (grams);0.34 lbs (pounds);5.36 oz (ounces),79.71 cm³ (cubic centimeters);4.84 in³ (cubic inches),Silver;Red,Plastic,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,CDMA 800 MHz;CDMA 1900 MHz,NaN,NaN,NaN,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 700 MHz Class 17;LTE 800 MHz;LTE 850 MHz;LTE 900 MHz;LTE 1700/2100 MHz;LTE 1800 MHz;LTE 1900 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 2500 MHz (B41);LTE 700 MHz (B12),UMTS (384 kbit/s );EDGE;GPRS Class 12 (32-48 kbit/s ; 32-48 kbit/s );HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 6 (51.0 Mbit/s ; 301.5 Mbit/s );EV-DO Rev. A (1.8 Mbit/s ; 3.1 Mbit/s ),Android 5.0.1 Lollipop;Android 5.1.1 Lollipop,NaN,Qualcomm Snapdragon 810 MSM8994,20 nm (nanometers),4x 2.0 GHz ARM Cortex-A57; 4x 1.5 GHz ARM Cortex-A53,64 bit,ARMv8-A,2048 KB (kilobytes);2 MB (megabytes),8,2000 MHz (megahertz),Qualcomm Adreno 430,NaN,650 MHz (megahertz),2 GB (gigabytes),LPDDR4,Double channel,1600 MHz (megahertz),16 GB (gigabytes);32 GB (gigabytes),microSD;microSDHC;microSDXC,Curved P-OLED,5.5 in (inches);139.7 mm (millimeters);13.97 cm (centimeters),2.7 in (inches);68.49 mm (millimeters);6.85 cm (centimeters),4.79 in (inches);121.76 mm (millimeters);12.18 cm (centimeters),1.778:1;16:9,1080 x 1920 pixels,401 ppi (pixels per inch);157 ppcm (pixels per centimeter),24 bit;16777216 colors,74.52 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope,NaN,CMOS BSI (backside illumination),NaN,f/2.4,Dual LED,4160 x 3120 pixels;12.98 MP (megapixels),3840 x 2160 pixels;8.29 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Optical image stabilization;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode;Macro mode,4 mm (millimeters),NaN,NaN,NaN,f/2,NaN,1920 x 1080 pixels;2.07 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),NaN,1.9 mm (millimeters),Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11ac (IEEE 802.11ac);Dual band;Wi-Fi Hotspot;Wi-Fi Direct,4.1,A2DP (Advanced Audio Distribution Profile);LE (Low Energy),Micro USB,2,Charging;Host;Mass storage,NaN,Yes,Computer sync;OTA sync;Infrared;Tethering;DLNA;NFC,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AC3 / AC-3;aptX / apt-X;eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);DivX (.avi; .divx; .mkv);H.264 / MPEG-4 Part 10 / AVC video;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WMV (Windows Media Video; .wmv);Xvid,3000 mAh (milliampere-hours),Li-Polymer,520 h (hours);31200 min (minutes);21.7 days,450 h (hours);27000 min (minutes);18.8 days,NaN,Fast charging;Non-removable,Qualcomm Quick Charge 2.0,0.44 W/kg (watts per kilogram),0.68 W/kg (watts per kilogram),1.21 W/kg (watts per kilogram),0.646 W/kg (watts per kilogram),Curved body and display;Thickness - 7.1-9.4 mm - depends on the point of the curve;Self-healing coating on the back,$179.99;$505.00
LG,L Prime,LG-D337;D337,70.6 mm (millimeters);7.06 cm (centimeters);0.23 ft (feet);2.78 in (inches),138.15 mm (millimeters);13.82 cm (centimeters);0.45 ft (feet);5.44 in (inches),10.7 mm (millimeters);1.07 cm (centimeters);0.04 ft (feet);0.42 in (inches),137 g (grams);0.3 lbs (pounds);4.83 oz (ounces),104.36 cm³ (cubic centimeters);6.34 in³ (cubic inches),White;Gold;Black,NaN,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),2,Dual SIM stand-by (Both cards are active. When one is busy; the other is not active),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 850 MHz;UMTS 2100 MHz,NaN,UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 21 Mbit/s ),Android 4.4.2 KitKat,NaN,MediaTek MT6582,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,512 KB (kilobytes);0.5 MB (megabytes),4,1300 MHz (megahertz),ARM Mali-400 MP2,2,500 MHz (megahertz),1 GB (gigabytes),NaN,Single channel,533 MHz (megahertz),8 GB (gigabytes),microSD;microSDHC,IPS,5 in (inches);127 mm (millimeters);12.7 cm (centimeters),2.45 in (inches);62.23 mm (millimeters);6.22 cm (centimeters),4.36 in (inches);110.71 mm (millimeters);11.07 cm (centimeters),1.779:1,480 x 854 pixels,196 ppi (pixels per inch);77 ppcm (pixels per centimeter),24 bit;16777216 colors,70.86 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer,NaN,NaN,NaN,NaN,LED,3264 x 2446 pixels;7.98 MP (megapixels),1280 x 720 pixels;0.92 MP (megapixels),30 fps (frames per second),Autofocus;Digital zoom;Panorama;Touch focus;Face detection;Self-timer,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot,4,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;MP3 (MPEG-2 Audio Layer II; .mp3);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WMV (Windows Media Video; .wmv),2460 mAh (milliampere-hours),Li-Ion,NaN,NaN,NaN,Removable,NaN,NaN,NaN,NaN,NaN,Digital TV,$69.99;$107.83
LG,Tribute,LG-LS660;LGLS660;LS660,67.8 mm (millimeters);6.78 cm (centimeters);0.22 ft (feet);2.67 in (inches),127.5 mm (millimeters);12.75 cm (centimeters);0.42 ft (feet);5.02 in (inches),10.7 mm (millimeters);1.07 cm (centimeters);0.04 ft (feet);0.42 in (inches),139 g (grams);0.31 lbs (pounds);4.9 oz (ounces),92.5 cm³ (cubic centimeters);5.62 in³ (cubic inches),White,Plastic,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1,NaN,NaN,CDMA 1900 MHz;CDMA 850 MHz,1xEV-DO Rel. 0;1xEV-DO Rev. A;1xRTT,NaN,NaN,NaN,LTE 800 MHz;LTE 1900 MHz;LTE-TDD 2500 MHz (B41),LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s );EV-DO Rev. A (1.8 Mbit/s ; 3.1 Mbit/s ),Android 4.4.2 KitKat,NaN,Qualcomm Snapdragon 400 MSM8926,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,1024 KB (kilobytes);1 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 305,1,NaN,1 GB (gigabytes),NaN,NaN,NaN,4 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,4.5 in (inches);114.3 mm (millimeters);11.43 cm (centimeters),2.32 in (inches);58.81 mm (millimeters);5.88 cm (centimeters),3.86 in (inches);98.01 mm (millimeters);9.8 cm (centimeters),1.667:1;5:3,480 x 800 pixels,207 ppi (pixels per inch);81 ppcm (pixels per centimeter),24 bit;16777216 colors,66.89 % (percent),Capacitive;Multi-touch,Proximity;Light;Accelerometer;Compass,NaN,NaN,NaN,NaN,LED,2560 x 1920 pixels;4.92 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Digital zoom;Geotagging;Panorama;Touch focus;Face detection;Self-timer,NaN,NaN,NaN,NaN,NaN,NaN,640 x 480 pixels;0.31 MP (megapixels),640 x 480 pixels;0.31 MP (megapixels),NaN,NaN,NaN,Loudspeaker;Earpiece,NaN,GPS;A-GPS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot,4,A2DP (Advanced Audio Distribution Profile);LE (Low Energy),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Tethering;DLNA,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);3GPP2 (3rd Generation Partnership Project 2; .3g2);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v),2100 mAh (milliampere-hours),Li-Ion,NaN,NaN,NaN,Removable,NaN,NaN,NaN,NaN,NaN,NaN,$59.90;$59.99;$64.95;$64.95;$72.99;$79.49;$79.95;$179.00
LG,G Pad 7.0 LTE,LG-V410;V410,189.23 mm (millimeters);18.92 cm (centimeters);0.62 ft (feet);7.45 in (inches),113.79 mm (millimeters);11.38 cm (centimeters);0.37 ft (feet);4.48 in (inches),9.9 mm (millimeters);0.99 cm (centimeters);0.03 ft (feet);0.39 in (inches),294 g (grams);0.65 lbs (pounds);10.4 oz (ounces),213.17 cm³ (cubic centimeters);12.95 in³ (cubic inches),Black,NaN,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 850 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 700 MHz Class 17;LTE 850 MHz;LTE 1700/2100 MHz;LTE 1900 MHz,UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE,Android 4.4.2 KitKat;Android 5.0 Lollipop,NaN,Qualcomm Snapdragon 400 MSM8926,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,1024 KB (kilobytes);1 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 305,1,NaN,1 GB (gigabytes),NaN,NaN,NaN,16 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,7 in (inches);177.8 mm (millimeters);17.78 cm (centimeters),5.94 in (inches);150.77 mm (millimeters);15.08 cm (centimeters),3.71 in (inches);94.23 mm (millimeters);9.42 cm (centimeters),1.6:1;16:10,1280 x 800 pixels,216 ppi (pixels per inch);84 ppcm (pixels per centimeter),24 bit;16777216 colors,66.2 % (percent),Capacitive;Multi-touch,Accelerometer;Compass,NaN,CMOS (complementary metal-oxide semiconductor),NaN,NaN,NaN,2560 x 1920 pixels;4.92 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Geotagging;Panorama;Self-timer,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Loudspeaker;Earpiece;Stereo speakers,NaN,GPS;A-GPS,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11n 5GHz;Dual band,4,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;DLNA,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;MP3 (MPEG-2 Audio Layer II; .mp3);WAV (Waveform Audio File Format; .wav; .wave),H.263;H.264 / MPEG-4 Part 10 / AVC video;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v),4000 mAh (milliampere-hours),Li-Ion,600 h (hours);36000 min (minutes);25 days,600 h (hours);36000 min (minutes);25 days,NaN,Non-removable,NaN,NaN,NaN,NaN,1.11 W/kg (watts per kilogram),NaN,$86.66
LG,Realm,LG-VS620;VS620,66.04 mm (millimeters);6.6 cm (centimeters);0.22 ft (feet);2.6 in (inches),127 mm (millimeters);12.7 cm (centimeters);0.42 ft (feet);5 in (inches),10.16 mm (millimeters);1.02 cm (centimeters);0.03 ft (feet);0.4 in (inches),127 g (grams);0.28 lbs (pounds);4.5 oz (ounces),85.21 cm³ (cubic centimeters);5.17 in³ (cubic inches),Black,NaN,NaN,Mini-SIM (2FF - second form factor; since late 1990s; 25.00 x 15.00 x 0.76 mm),1,NaN,GSM 900 MHz;GSM 1800 MHz,NaN,NaN,NaN,NaN,UMTS 2100 MHz,NaN,UMTS (384 kbit/s );EDGE;GPRS;HSPA+,Android 4.4.2 KitKat,NaN,Qualcomm Snapdragon 200 MSM8610,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,1024 KB (kilobytes);1 MB (megabytes),2,1200 MHz (megahertz),Qualcomm Adreno 302,NaN,NaN,1 GB (gigabytes),LPDDR2,NaN,NaN,4 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,4.5 in (inches);114.3 mm (millimeters);11.43 cm (centimeters),2.21 in (inches);56.04 mm (millimeters);5.6 cm (centimeters),3.92 in (inches);99.62 mm (millimeters);9.96 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,326 ppi (pixels per inch);128 ppcm (pixels per centimeter),24 bit;16777216 colors,66.78 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass,NaN,NaN,NaN,NaN,LED,2560 x 1920 pixels;4.92 MP (megapixels),800 x 480 pixels;0.38 MP (megapixels),NaN,Autofocus;Continuous shooting;Geotagging;Panorama;HDR;Touch focus;Face detection;Scene mode,NaN,NaN,NaN,NaN,NaN,NaN,640 x 480 pixels;0.31 MP (megapixels),640 x 480 pixels;0.31 MP (megapixels),NaN,NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4,A2DP (Advanced Audio Distribution Profile);AVRCP (Audio/Visual Remote Control Profile);FTP (File Transfer Profile);HFP (Hands-Free Profile);HID (Human Interface Profile);HSP (Headset Profile);MAP (Message Access Profile);OPP (Object Push Profile);PBAP/PAB (Phone Book Access Profile),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Tethering;DLNA;NFC,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);3GPP2 (3rd Generation Partnership Project 2; .3g2);MPEG-4,2100 mAh (milliampere-hours),Li-Ion,NaN,NaN,NaN,Removable,NaN,NaN,NaN,NaN,NaN,NaN,$79.99
LG,G Vista,LG-VS880;VS880;LG-F430L;F430L;LG-D631;D631,79.2 mm (millimeters);7.92 cm (centimeters);0.26 ft (feet);3.12 in (inches),152.1 mm (millimeters);15.21 cm (centimeters);0.5 ft (feet);5.99 in (inches),9.1 mm (millimeters);0.91 cm (centimeters);0.03 ft (feet);0.36 in (inches),168 g (grams);0.37 lbs (pounds);5.93 oz (ounces),109.62 cm³ (cubic centimeters);6.66 in³ (cubic inches),Black;White,NaN,NaN,Micro-SIM (3FF - third form factor; since 2003; 15.00 x 12.00 x 0.76 mm),1,NaN,GSM 850 MHz (D631);GSM 900 MHz (D631);GSM 1800 MHz (D631);GSM 1900 MHz (D631),CDMA 800 MHz (VS880);CDMA 1900 MHz (VS880),1xEV-DO Rel. 0 (VS880);1xEV-DO Rev. A (VS880);1xRTT (VS880),NaN,NaN,UMTS 850 MHz (D631);UMTS 1900 MHz (D631);UMTS 2100 MHz (D631),LTE 700 MHz Class 13;LTE 1700/2100 MHz;LTE 1900 MHz (D631);LTE 700 MHz Class 17 (D631);LTE 850 MHz (D631),UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s );LTE-A (500 Mbit/s ; 1 Gbit/s );EV-DO Rev. A (1.8 Mbit/s ; 3.1 Mbit/s ),Android 4.4.2 KitKat;Android 5.1.1 Lollipop,NaN,Qualcomm Snapdragon 400 MSM8926,28 nm (nanometers),ARM Cortex-A7,32 bit,ARMv7,1024 KB (kilobytes);1 MB (megabytes),4,1200 MHz (megahertz),Qualcomm Adreno 305,1,NaN,1.5 GB (gigabytes),NaN,NaN,NaN,8 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,5.7 in (inches);144.78 mm (millimeters);14.48 cm (centimeters),2.79 in (inches);70.98 mm (millimeters);7.1 cm (centimeters),4.97 in (inches);126.19 mm (millimeters);12.62 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,258 ppi (pixels per inch);101 ppcm (pixels per centimeter),24 bit;16777216 colors,74.59 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass,NaN,CMOS (complementary metal-oxide semiconductor),NaN,f/2.4,LED,3264 x 2448 pixels;7.99 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation,3.18 mm (millimeters),NaN,NaN,NaN,NaN,NaN,NaN,1280 x 720 pixels;0.92 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,No,GPS;A-GPS;GLONASS;S-GPS (VS880),802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage;On-The-Go,NaN,Yes,Computer sync;OTA sync;Tethering;DLNA;NFC,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AAC+ / aacPlus / HE-AAC v1;AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);3GPP2 (3rd Generation Partnership Project 2; .3g2);DivX (.avi; .divx; .mkv);H.263;H.264 / MPEG-4 Part 10 / AVC video;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WMV (Windows Media Video; .wmv),3200 mAh (milliampere-hours),Li-Ion,514 h (hours);30840 min (minutes);21.4 days,514 h (hours);30840 min (minutes);21.4 days,NaN,Removable,NaN,NaN,NaN,0.48 W/kg (watts per kilogram),1.01 W/kg (watts per kilogram),LG Gx2 - 165 grams,$64.99;$79.99;$81.50;$87.99;$88.88;$89.99;$98.88;$98.99;$110.49;$309.99
