Brand,Model,Model alias,Width,Height,Thickness,Weight,Volume,Colors,Body materials,Certification,SIM card type,Number of SIM cards,Features,GSM,CDMA,CDMA2000,W-CDMA,TD-SCDMA,UMTS,LTE,Mobile network technologies,Operating system (OS),User interface (UI),SoC,Process technology,CPU,CPU bits,Instruction set,Level 2 cache memory (L2),CPU cores,CPU frequency,GPU,GPU cores,GPU frequency,RAM capacity,RAM type,RAM channels,RAM frequency,Storage,Types,Type/technology,Diagonal size,Width,Height,Aspect ratio,Resolution,Pixel density,Color depth,Display area,Other features,Sensors,Sensor model,Sensor type,ISO,Aperture,Flash type,Image resolution,Video resolution,Video FPS,Features,Focal length,Sensor model,Sensor type,ISO,Aperture,Flash type,Image resolution,Video resolution,Video FPS,Features,Focal length,Speaker,Radio,Tracking/Positioning,Wi-Fi,Version,Features,Connector type,Version,Features,HDMI,Headphone jack,Connectivity,Browser,Audio file formats/codecs,Video file formats/codecs,Capacity,Type,2G stand-by time,3G stand-by time,Charger output power,Features,Quick charge technology,Head SAR (EU),Body SAR (EU),Head SAR (USA),Body SAR (USA),Additional features,price
Swipe,Elite Note,NaN,77.1 mm (millimeters);7.71 cm (centimeters);0.25 ft (feet);3.04 in (inches),154 mm (millimeters);15.4 cm (centimeters);0.51 ft (feet);6.06 in (inches),8.4 mm (millimeters);0.84 cm (centimeters);0.03 ft (feet);0.33 in (inches),194 g (grams);0.43 lbs (pounds);6.84 oz (ounces),99.74 cm³ (cubic centimeters);6.06 in³ (cubic inches),Black,Magnesium alloy,NaN,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),2,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,W-CDMA 900 MHz;W-CDMA 2100 MHz,NaN,NaN,LTE 1800 MHz;LTE-TDD 2300 MHz (B40),UMTS (384 kbit/s );EDGE;GPRS;HSPA+ (HSUPA 5.76 Mbit/s ; HSDPA 42 Mbit/s );LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Freedom (Android 5.0.2 Lollipop),NaN,MediaTek MT6735,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8-A,512 KB (kilobytes);0.5 MB (megabytes),4,1300 MHz (megahertz),ARM Mali-T720 MP1,1,600 MHz (megahertz),3 GB (gigabytes),LPDDR3,Single channel,640 MHz (megahertz),16 GB (gigabytes),microSD;microSDHC,IPS,5.5 in (inches);139.7 mm (millimeters);13.97 cm (centimeters),2.7 in (inches);68.49 mm (millimeters);6.85 cm (centimeters),4.79 in (inches);121.76 mm (millimeters);12.18 cm (centimeters),1.778:1;16:9,720 x 1280 pixels,267 ppi (pixels per inch);104 ppcm (pixels per centimeter),24 bit;16777216 colors,70.46 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer,Sony Exmor,CMOS (complementary metal-oxide semiconductor),NaN,NaN,LED,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,NaN,NaN,NaN,NaN,f/2.8,NaN,2560 x 1920 pixels;4.92 MP (megapixels),NaN,NaN,NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot,4,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Infrared;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);Xvid,3000 mAh (milliampere-hours),Li-Polymer,450 h (hours);27000 min (minutes);18.8 days,432 h (hours);25920 min (minutes);18 days,NaN,Non-removable,NaN,NaN,NaN,NaN,NaN,NaN,
10.or,G2,NaN,NaN,NaN,NaN,NaN,NaN,Black;Blue,Polycarbonate,NaN,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),2,Dual SIM stand-by (Both cards are active. When one is busy; the other is not active),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 850 MHz;LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz;LTE-TDD 2300 MHz (B40),UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 6 (51.0 Mbit/s ; 301.5 Mbit/s ),Android 8.1 Oreo,NaN,Qualcomm Snapdragon 636,14 nm (nanometers),4x 1.8 GHz Kryo 260; 4x 1.6 GHz Kryo 260,64 bit,ARMv8,NaN,8,1800 MHz (megahertz),Qualcomm Adreno 509,NaN,NaN,4 GB (gigabytes);6 GB (gigabytes),LPDDR4X,Double channel,1333 MHz (megahertz),64 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,6.18 in (inches);156.97 mm (millimeters);15.7 cm (centimeters),2.68 in (inches);68.02 mm (millimeters);6.8 cm (centimeters),5.57 in (inches);141.47 mm (millimeters);14.15 cm (centimeters),2.08:1,1080 x 2246 pixels,403 ppi (pixels per inch);158 ppcm (pixels per centimeter),24 bit;16777216 colors,NaN,Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope;Fingerprint,NaN,CMOS (complementary metal-oxide semiconductor),NaN,f/2,Dual LED,4608 x 3456 pixels;15.93 MP (megapixels),3840 x 2160 pixels;8.29 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode,NaN,NaN,NaN,NaN,f/2,LED,4032 x 3024 pixels;12.19 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.2,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage;On-The-Go,NaN,Yes,Computer sync;OTA sync;Tethering;VoLTE;VoWiFi;ViLTE,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.264 / MPEG-4 Part 10 / AVC video;H.265 / MPEG-H Part 2 / HEVC;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM;WMV (Windows Media Video; .wmv);Xvid,5000 mAh (milliampere-hours),Li-Polymer,NaN,NaN,5 V (volts) / 3 A (amps),Fast charging;Non-removable,NaN,NaN,NaN,NaN,NaN,NaN,$229.90;$239.00;$319.00
10.or,D2,NaN,70.5 mm (millimeters);7.05 cm (centimeters);0.23 ft (feet);2.78 in (inches),147.7 mm (millimeters);14.77 cm (centimeters);0.48 ft (feet);5.81 in (inches),8.6 mm (millimeters);0.86 cm (centimeters);0.03 ft (feet);0.34 in (inches),144 g (grams);0.32 lbs (pounds);5.08 oz (ounces),89.55 cm³ (cubic centimeters);5.44 in³ (cubic inches),Black;Gold,Polycarbonate;Metal,IPX2,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm),2,Dual SIM stand-by (Both cards are active. When one is busy; the other is not active),GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 850 MHz;UMTS 900 MHz;UMTS 1900 MHz;UMTS 2100 MHz,LTE 850 MHz;LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz;LTE-TDD 2300 MHz (B40),UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s ),Android 8.1 Oreo,NaN,Qualcomm Snapdragon 425 MSM8917,28 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,NaN,4,1400 MHz (megahertz),Qualcomm Adreno 308,NaN,500 MHz (megahertz),2 GB (gigabytes);3 GB (gigabytes),LPDDR3,Single channel,667 MHz (megahertz),16 GB (gigabytes);32 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,5.45 in (inches);138.43 mm (millimeters);13.84 cm (centimeters),2.44 in (inches);61.91 mm (millimeters);6.19 cm (centimeters),4.87 in (inches);123.82 mm (millimeters);12.38 cm (centimeters),2:1;2:1 (18:9),720 x 1440 pixels,295 ppi (pixels per inch);115 ppcm (pixels per centimeter),24 bit;16777216 colors,73.85 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope,Sony IMX258 Exmor RS,CMOS (complementary metal-oxide semiconductor),NaN,f/2,LED,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode,NaN,NaN,NaN,NaN,f/2,LED,2592 x 1944 pixels;5.04 MP (megapixels),1280 x 720 pixels;0.92 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.2,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage;On-The-Go,NaN,Yes,Computer sync;OTA sync;Tethering;VoLTE;VoWiFi;ViLTE,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.264 / MPEG-4 Part 10 / AVC video;H.265 / MPEG-H Part 2 / HEVC;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM;WMV (Windows Media Video; .wmv);Xvid,3200 mAh (milliampere-hours),Li-Polymer,450 h (hours);27000 min (minutes);18.8 days,450 h (hours);27000 min (minutes);18.8 days,5 V (volts) / 1 A (amps),Non-removable,NaN,NaN,NaN,0.99 W/kg (watts per kilogram),0.79 W/kg (watts per kilogram),NaN,$185.00
10.or,G,NaN,76 mm (millimeters);7.6 cm (centimeters);0.25 ft (feet);2.99 in (inches),155 mm (millimeters);15.5 cm (centimeters);0.51 ft (feet);6.1 in (inches),8.5 mm (millimeters);0.85 cm (centimeters);0.03 ft (feet);0.33 in (inches),170 g (grams);0.37 lbs (pounds);6 oz (ounces),100.13 cm³ (cubic centimeters);6.08 in³ (cubic inches),Black;Gray,Metal,NaN,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm);Nano-SIM / microSD,2,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,NaN,NaN,NaN,NaN,UMTS 850 MHz;UMTS 900 MHz;UMTS 2100 MHz,LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE 850 MHz;LTE 900 MHz;LTE 1800 MHz;LTE 2100 MHz,UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 6 (51.0 Mbit/s ; 301.5 Mbit/s ),Android 7.1.2 Nougat;Android 8.0 Oreo;Android 8.1 Oreo,NaN,Qualcomm Snapdragon 626 MSM8953 Pro,14 nm (nanometers),ARM Cortex-A53,64 bit,ARMv8,NaN,8,2200 MHz (megahertz),Qualcomm Adreno 506,NaN,NaN,3 GB (gigabytes);4 GB (gigabytes),LPDDR3,Single channel,800 MHz (megahertz),32 GB (gigabytes);64 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,5.5 in (inches);139.7 mm (millimeters);13.97 cm (centimeters),2.7 in (inches);68.49 mm (millimeters);6.85 cm (centimeters),4.79 in (inches);121.76 mm (millimeters);12.18 cm (centimeters),1.778:1;16:9,1080 x 1920 pixels,401 ppi (pixels per inch);157 ppcm (pixels per centimeter),24 bit;16777216 colors,71.02 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope;Fingerprint,NaN,CMOS (complementary metal-oxide semiconductor),NaN,f/2,Dual LED,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Scene mode,NaN,Samsung,ISOCELL,NaN,f/2,LED,4608 x 3456 pixels;15.93 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS,802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);Wi-Fi Hotspot;Wi-Fi Direct,4.2,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage;On-The-Go,NaN,Yes,Computer sync;OTA sync;Tethering;VoLTE,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);AVI (Audio Video Interleaved; .avi);H.264 / MPEG-4 Part 10 / AVC video;H.265 / MPEG-H Part 2 / HEVC;MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM;WMV (Windows Media Video; .wmv);Xvid,4000 mAh (milliampere-hours),Li-Polymer,NaN,NaN,5 V (volts) / 2 A (amps),Non-removable,NaN,NaN,NaN,0.745 W/kg (watts per kilogram),0.629 W/kg (watts per kilogram),NaN,$229.90;$239.00;$319.00
360,N5,NaN,76 mm (millimeters);7.6 cm (centimeters);0.25 ft (feet);2.99 in (inches),152 mm (millimeters);15.2 cm (centimeters);0.5 ft (feet);5.98 in (inches),8.25 mm (millimeters);0.83 cm (centimeters);0.03 ft (feet);0.32 in (inches),156 g (grams);0.34 lbs (pounds);5.5 oz (ounces),95.3 cm³ (cubic centimeters);5.79 in³ (cubic inches),Gold;Black,Metal,NaN,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm);Nano-SIM / microSD,2,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,CDMA 800 MHz,NaN,W-CDMA 2100 MHz,TD-SCDMA 1880-1920 MHz;TD-SCDMA 2010-2025 MHz,NaN,LTE 1800 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 1900 MHz (B39);LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE-TDD 2600 MHz (B38),UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 6 (51.0 Mbit/s ; 301.5 Mbit/s );EV-DO Rev. A (1.8 Mbit/s ; 3.1 Mbit/s );TD-SCDMA;TD-HSDPA,360 2.0 (Android 6.0 Marshmallow),NaN,Qualcomm Snapdragon 653 MSM8976 Pro,28 nm (nanometers),4x 1.95 GHz ARM Cortex-A72; 4x 1.44 GHz ARM Cortex-A53,64 bit,ARMv8,NaN,8,1950 MHz (megahertz),Qualcomm Adreno 510,NaN,NaN,6 GB (gigabytes),LPDDR3,Double channel,933 MHz (megahertz),32 GB (gigabytes);64 GB (gigabytes),microSD;microSDHC;microSDXC,IPS,5.5 in (inches);139.7 mm (millimeters);13.97 cm (centimeters),2.7 in (inches);68.49 mm (millimeters);6.85 cm (centimeters),4.79 in (inches);121.76 mm (millimeters);12.18 cm (centimeters),1.778:1;16:9,1080 x 1920 pixels,401 ppi (pixels per inch);157 ppcm (pixels per centimeter),24 bit;16777216 colors,72.42 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope;Fingerprint;Hall,NaN,CMOS (complementary metal-oxide semiconductor),NaN,f/2,Dual LED,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Digital image stabilization;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,NaN,NaN,NaN,NaN,f/2.2,NaN,3264 x 2448 pixels;7.99 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11n 5GHz;802.11ac (IEEE 802.11ac);Dual band;Wi-Fi Hotspot;Wi-Fi Direct,4.2,A2DP (Advanced Audio Distribution Profile),Micro USB,2,Charging;Mass storage;On-The-Go,NaN,Yes,Computer sync;OTA sync;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);3GPP2 (3rd Generation Partnership Project 2; .3g2);AVI (Audio Video Interleaved; .avi);Flash Video (.flv; .f4v; .f4p; .f4a; .f4b);QuickTime (.mov; .qt);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM;Xvid,4000 mAh (milliampere-hours),Li-Polymer,NaN,NaN,9 V (volts) / 2 A (amps),Fast charging;Non-removable,Qualcomm Quick Charge 3.0,NaN,NaN,NaN,NaN,NaN,$197.11
360,Q5 Plus,NaN,80 mm (millimeters);8 cm (centimeters);0.26 ft (feet);3.15 in (inches),156.5 mm (millimeters);15.65 cm (centimeters);0.51 ft (feet);6.16 in (inches),8.3 mm (millimeters);0.83 cm (centimeters);0.03 ft (feet);0.33 in (inches),175 g (grams);0.39 lbs (pounds);6.17 oz (ounces),103.92 cm³ (cubic centimeters);6.31 in³ (cubic inches),Gold,Metal,NaN,Nano-SIM (4FF - fourth form factor; since 2012; 12.30 x 8.80 x 0.67 mm);Nano-SIM / microSD,2,NaN,GSM 850 MHz;GSM 900 MHz;GSM 1800 MHz;GSM 1900 MHz,CDMA 800 MHz,NaN,W-CDMA 2100 MHz,TD-SCDMA 1880-1920 MHz;TD-SCDMA 2010-2025 MHz,NaN,LTE 1800 MHz;LTE 2100 MHz;LTE 2600 MHz;LTE-TDD 1900 MHz (B39);LTE-TDD 2300 MHz (B40);LTE-TDD 2500 MHz (B41);LTE-TDD 2600 MHz (B38),UMTS (384 kbit/s );EDGE;GPRS;HSPA+;LTE Cat 4 (51.0 Mbit/s ; 150.8 Mbit/s );EV-DO Rev. A (1.8 Mbit/s ; 3.1 Mbit/s );TD-SCDMA;TD-HSDPA,360 2.0 (Android 6.0 Marshmallow),NaN,Qualcomm Snapdragon 820 MSM8996,14 nm (nanometers),2x 2.15 GHz Kryo; 2x 1.6 GHz Kryo,64 bit,ARMv8-A,1536 KB (kilobytes);1.5 MB (megabytes),4,2150 MHz (megahertz),Qualcomm Adreno 530,NaN,624 MHz (megahertz),4 GB (gigabytes);6 GB (gigabytes),LPDDR4,Double channel,1866 MHz (megahertz),128 GB (gigabytes),microSD;microSDHC;microSDXC,Super AMOLED,6 in (inches);152.4 mm (millimeters);15.24 cm (centimeters),2.94 in (inches);74.72 mm (millimeters);7.47 cm (centimeters),5.23 in (inches);132.83 mm (millimeters);13.28 cm (centimeters),1.778:1;16:9,1080 x 1920 pixels,367 ppi (pixels per inch);144 ppcm (pixels per centimeter),24 bit;16777216 colors,79.52 % (percent),Capacitive;Multi-touch;Scratch resistant,Proximity;Light;Accelerometer;Compass;Gyroscope;Fingerprint;Hall,Samsung S5K2M8,ISOCELL,NaN,f/2,Dual LED,4160 x 3120 pixels;12.98 MP (megapixels),3840 x 2160 pixels;8.29 MP (megapixels),30 fps (frames per second),Autofocus;Continuous shooting;Digital zoom;Digital image stabilization;Geotagging;Panorama;HDR;Touch focus;Face detection;White balance settings;ISO settings;Exposure compensation;Self-timer;Scene mode,NaN,NaN,NaN,NaN,f/2,NaN,4160 x 3120 pixels;12.98 MP (megapixels),1920 x 1080 pixels;2.07 MP (megapixels),30 fps (frames per second),NaN,NaN,Loudspeaker;Earpiece,Yes,GPS;A-GPS;GLONASS;BeiDou,802.11a (IEEE 802.11a-1999);802.11b (IEEE 802.11b-1999);802.11g (IEEE 802.11g-2003);802.11n (IEEE 802.11n-2009);802.11n 5GHz;Dual band;Wi-Fi Hotspot;Wi-Fi Direct,4.1,A2DP (Advanced Audio Distribution Profile),USB Type-C,2,Charging;Mass storage,NaN,Yes,Computer sync;OTA sync;Tethering,HTML;HTML5;CSS 3,AAC (Advanced Audio Coding);AC3 / AC-3;AMR / AMR-NB / GSM-AMR (Adaptive Multi-Rate; .amr; .3ga);AMR-WB (Adaptive Multi-Rate Wideband; .awb);eAAC+ / aacPlus v2 / HE-AAC v2;FLAC (Free Lossless Audio Codec; .flac);M4A (MPEG-4 Audio; .m4a);MIDI;MP3 (MPEG-2 Audio Layer II; .mp3);OGG (.ogg; .ogv; .oga; .ogx; .spx; .opus);WMA (Windows Media Audio; .wma);WAV (Waveform Audio File Format; .wav; .wave),3GPP (3rd Generation Partnership Project; .3gp);3GPP2 (3rd Generation Partnership Project 2; .3g2);AVI (Audio Video Interleaved; .avi);Flash Video (.flv; .f4v; .f4p; .f4a; .f4b);MKV (Matroska Multimedia Container; .mkv .mk3d .mka .mks);QuickTime (.mov; .qt);MP4 (MPEG-4 Part 14; .mp4; .m4a; .m4p; .m4b; .m4r; .m4v);WebM;Xvid,3700 mAh (milliampere-hours),Li-Ion,NaN,NaN,5 V (volts) / 3 A (amps);9 V (volts) / 2.2 A (amps);12 V (volts) / 1.6 A (amps),Fast charging;Non-removable,Qualcomm Quick Charge 3.0,NaN,NaN,NaN,NaN,NaN,$463.27
